,Year,Neighborhood,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue,Unnamed: 0
200,2020,Ocean Hill,Fried Chicken Joint,Discount Store,Pharmacy,Fast Food Restaurant,Café,Donut Shop,Pizza Place,Restaurant,Health & Beauty Service,Playground,Sandwich Place,Chinese Restaurant,Southern / Soul Food Restaurant,Supermarket,Moving Target,Mexican Restaurant,Deli / Bodega,Indian Restaurant,Ice Cream Shop,Bus Station,200.0
201,2020,Ocean Parkway,Bank,Donut Shop,Grocery Store,Café,Sushi Restaurant,Italian Restaurant,Steakhouse,Coffee Shop,Supermarket,Bagel Shop,Gym,Fast Food Restaurant,Middle Eastern Restaurant,Pharmacy,Pizza Place,Discount Store,Gourmet Shop,Department Store,Restaurant,Burmese Restaurant,201.0
202,2020,Old Town,Italian Restaurant,Bus Stop,Pizza Place,Bank,Gas Station,Fast Food Restaurant,Pharmacy,Bagel Shop,Bakery,Basketball Court,Peruvian Restaurant,Bar,Liquor Store,Salon / Barbershop,Mediterranean Restaurant,Mattress Store,Construction & Landscaping,Event Service,Grocery Store,Mexican Restaurant,202.0
203,2020,Olinville,Pizza Place,Fried Chicken Joint,Sandwich Place,Donut Shop,Supermarket,Fast Food Restaurant,Convenience Store,Pharmacy,Caribbean Restaurant,Discount Store,American Restaurant,Bar,Liquor Store,Bank,Skate Park,Chinese Restaurant,Gym / Fitness Center,Mexican Restaurant,Gym,Mobile Phone Shop,203.0
204,2020,Ozone Park,Pizza Place,Deli / Bodega,Bank,Bus Stop,Fast Food Restaurant,Chinese Restaurant,Sandwich Place,Liquor Store,Pharmacy,Gym / Fitness Center,Grocery Store,Donut Shop,Convenience Store,Gym,Gas Station,Diner,Supermarket,Bar,Food & Drink Shop,Spa,204.0
205,2020,Paerdegat Basin,Caribbean Restaurant,Athletics & Sports,Gym,Pizza Place,Harbor / Marina,Bakery,Bank,Fried Chicken Joint,Skate Park,Gym / Fitness Center,Deli / Bodega,Asian Restaurant,Grocery Store,Park,Bike Trail,Food,Business Service,Bus Line,Fast Food Restaurant,Supermarket,205.0
206,2020,Park Hill,Bus Stop,Deli / Bodega,Pharmacy,Spanish Restaurant,Gym / Fitness Center,Hardware Store,Coffee Shop,Park,Automotive Shop,Pizza Place,Scenic Lookout,Athletics & Sports,Grocery Store,Filipino Restaurant,Tattoo Parlor,Peruvian Restaurant,Lake,Supermarket,Nail Salon,Indian Restaurant,206.0
207,2020,Park Slope,Coffee Shop,Spa,Bakery,Bagel Shop,Ice Cream Shop,Gift Shop,Burger Joint,Bar,Pizza Place,Grocery Store,Farmers Market,Sushi Restaurant,Yoga Studio,Seafood Restaurant,Japanese Restaurant,Latin American Restaurant,Toy / Game Store,Plaza,Deli / Bodega,Furniture / Home Store,207.0
208,2020,Parkchester,Pizza Place,Spanish Restaurant,Sandwich Place,Donut Shop,Supermarket,Bank,Latin American Restaurant,Diner,Mobile Phone Shop,Mexican Restaurant,Gym,American Restaurant,Ice Cream Shop,Cosmetics Shop,Park,Bar,Caribbean Restaurant,Chinese Restaurant,Plaza,Kids Store,208.0
209,2020,Pelham Bay,Donut Shop,Italian Restaurant,Fast Food Restaurant,Sandwich Place,Convenience Store,Pizza Place,Bank,Bakery,Diner,Gym,Pharmacy,Dive Bar,Deli / Bodega,Rental Car Location,Hotel,Bar,Thai Restaurant,Sushi Restaurant,Supermarket,Sports Bar,209.0
210,2020,Pelham Gardens,Donut Shop,Deli / Bodega,Pharmacy,Pizza Place,Bus Station,Caribbean Restaurant,Chinese Restaurant,Sandwich Place,Bank,Historic Site,Pet Store,Trail,Bakery,Rental Car Location,Bar,Hardware Store,Spa,Music Venue,Spanish Restaurant,Supermarket,210.0
211,2020,Pelham Parkway,Pizza Place,Deli / Bodega,Bank,Bus Station,Chinese Restaurant,Sandwich Place,Bakery,Donut Shop,Italian Restaurant,Ice Cream Shop,Pharmacy,Coffee Shop,Eastern European Restaurant,Burger Joint,Gas Station,Supermarket,Playground,Sushi Restaurant,Dessert Shop,Bar,211.0
212,2020,Pleasant Plains,Pizza Place,Liquor Store,Bakery,Donut Shop,Shopping Mall,Furniture / Home Store,Bank,Baseball Field,Toll Plaza,Hardware Store,Gift Shop,Breakfast Spot,Supplement Shop,Brewery,Bus Stop,Train Station,Pet Store,Dry Cleaner,Salon / Barbershop,Doctor's Office,212.0
213,2020,Pomonok,Pizza Place,Deli / Bodega,Food Truck,Basketball Court,Chinese Restaurant,Bus Station,Spa,Restaurant,Health & Beauty Service,Bar,Halal Restaurant,Middle Eastern Restaurant,Golf Course,Bowling Alley,Bus Line,South American Restaurant,Automotive Shop,Shop & Service,Park,Coffee Shop,213.0
214,2020,Port Ivory,Bar,Harbor / Marina,Bus Stop,Snack Place,Zoo Exhibit,Fish Market,Eye Doctor,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Flower Shop,Food,Food & Drink Shop,214.0
215,2020,Port Morris,Baseball Field,Donut Shop,Pizza Place,Music Venue,Gym,Park,Pharmacy,Tunnel,Health Food Store,Peruvian Restaurant,Brewery,Coffee Shop,Toll Plaza,Metro Station,Chinese Restaurant,Mobile Phone Shop,Bakery,Bookstore,Gas Station,Nightclub,215.0
216,2020,Port Richmond,Deli / Bodega,Bus Stop,Pizza Place,Chinese Restaurant,Cosmetics Shop,Mediterranean Restaurant,Bar,Pharmacy,Convenience Store,Bakery,Rental Car Location,Discount Store,Ice Cream Shop,Donut Shop,Garden,Martial Arts Dojo,Gym / Fitness Center,Gym,Beer Store,Thai Restaurant,216.0
217,2020,Prince's Bay,Pizza Place,Pharmacy,Moving Target,Park,Chinese Restaurant,Pet Store,Sushi Restaurant,Bagel Shop,Bridal Shop,Italian Restaurant,Diner,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Daycare,Field,Filipino Restaurant,217.0
218,2020,Prospect Heights,Bar,Mexican Restaurant,Cocktail Bar,Wine Shop,Sushi Restaurant,Café,Thai Restaurant,Pizza Place,New American Restaurant,Coffee Shop,Ice Cream Shop,Plaza,Yoga Studio,Southern / Soul Food Restaurant,Gourmet Shop,Beer Bar,Bakery,Latin American Restaurant,Restaurant,Grocery Store,218.0
219,2020,Prospect Lefferts Gardens,Caribbean Restaurant,Café,Pizza Place,Bakery,Wine Shop,Italian Restaurant,Music Venue,Other Great Outdoors,Cocktail Bar,Liquor Store,Grocery Store,Bank,Pharmacy,Juice Bar,Playground,American Restaurant,Indian Restaurant,Discount Store,Miscellaneous Shop,Paella Restaurant,219.0
220,2020,Prospect Park South,Caribbean Restaurant,Pizza Place,Mexican Restaurant,Grocery Store,Bar,Mobile Phone Shop,Wine Shop,Coffee Shop,Latin American Restaurant,Park,Bakery,Bank,Thai Restaurant,Health Food Store,Miscellaneous Shop,Chinese Restaurant,Burger Joint,Indian Restaurant,Café,Vegetarian / Vegan Restaurant,220.0
221,2020,Queens Village,Liquor Store,Pizza Place,Bakery,Pharmacy,Sandwich Place,Donut Shop,Caribbean Restaurant,Bank,Chinese Restaurant,Discount Store,Bar,Market,Martial Arts Dojo,Theater,Salon / Barbershop,Arts & Crafts Store,Motorcycle Shop,Bus Station,Latin American Restaurant,Video Store,221.0
222,2020,Queensboro Hill,Chinese Restaurant,Bakery,Supermarket,Park,Soccer Field,Flower Shop,Bus Station,Bank,Deli / Bodega,Historic Site,Playground,Intersection,College Gym,Health & Beauty Service,Baseball Field,Bar,Dumpling Restaurant,Bagel Shop,Cantonese Restaurant,Malay Restaurant,222.0
223,2020,Queensbridge,Hotel,Coffee Shop,Café,Deli / Bodega,Italian Restaurant,Bar,Brewery,Sandwich Place,Roof Deck,Bubble Tea Shop,Supermarket,Greek Restaurant,Park,Climbing Gym,Mexican Restaurant,Gym / Fitness Center,Donut Shop,American Restaurant,Gym,Pizza Place,223.0
224,2020,Randall Manor,Deli / Bodega,Bus Stop,Bar,Park,Chinese Restaurant,Fast Food Restaurant,Coffee Shop,Playground,Bagel Shop,Supermarket,Discount Store,Breakfast Spot,Taco Place,Botanical Garden,Concert Hall,Board Shop,Cultural Center,Tennis Court,Juice Bar,Pizza Place,224.0
225,2020,Ravenswood,Italian Restaurant,Café,Thai Restaurant,Bar,Mexican Restaurant,Bagel Shop,Brazilian Restaurant,Greek Restaurant,Cocktail Bar,Grocery Store,Coffee Shop,Gastropub,Seafood Restaurant,Pizza Place,American Restaurant,Lounge,Deli / Bodega,Food Truck,Spa,Middle Eastern Restaurant,225.0
226,2020,Red Hook,Park,Bar,Art Gallery,Seafood Restaurant,Café,Wine Shop,Food Truck,American Restaurant,Bagel Shop,Baseball Field,Brewery,Gym / Fitness Center,Flower Shop,Farm,Coffee Shop,Scenic Lookout,Sandwich Place,Track,Boat or Ferry,Pizza Place,226.0
227,2020,Rego Park,Pizza Place,Bakery,Grocery Store,Sandwich Place,Sushi Restaurant,Deli / Bodega,Liquor Store,Pharmacy,Supermarket,Gym / Fitness Center,Donut Shop,Coffee Shop,Bagel Shop,Shanghai Restaurant,Restaurant,Bank,Asian Restaurant,Furniture / Home Store,Middle Eastern Restaurant,Mexican Restaurant,227.0
228,2020,Remsen Village,Caribbean Restaurant,Grocery Store,Donut Shop,Bus Station,Moving Target,Food,Fast Food Restaurant,Liquor Store,Supermarket,Fried Chicken Joint,Food Truck,Fish Market,Deli / Bodega,Chinese Restaurant,Discount Store,Sandwich Place,Pizza Place,Metro Station,Mobile Phone Shop,Department Store,228.0
229,2020,Richmond Hill,Indian Restaurant,Discount Store,Pizza Place,Deli / Bodega,Cosmetics Shop,Park,Clothing Store,Mexican Restaurant,Bar,Bank,Lounge,Sandwich Place,Latin American Restaurant,Playground,Chinese Restaurant,Diner,Donut Shop,Italian Restaurant,Gas Station,Caribbean Restaurant,229.0
230,2020,Richmond Town,Italian Restaurant,Donut Shop,Japanese Restaurant,Art Museum,Diner,Sandwich Place,Pharmacy,Fast Food Restaurant,Spa,Grocery Store,Gym,Bank,Bagel Shop,Train Station,Restaurant,Ice Cream Shop,Hotpot Restaurant,Intersection,Entertainment Service,Ethiopian Restaurant,230.0
231,2020,Richmond Valley,Fast Food Restaurant,Café,Bank,Bakery,Italian Restaurant,Pizza Place,Coffee Shop,Gym,Pharmacy,Deli / Bodega,American Restaurant,Diner,Japanese Restaurant,Sushi Restaurant,Bar,Baseball Field,Lounge,Gym / Fitness Center,IT Services,Massage Studio,231.0
232,2020,Ridgewood,Bar,Pizza Place,Mexican Restaurant,Café,Latin American Restaurant,Restaurant,Bakery,Diner,Italian Restaurant,Gym,Grocery Store,Ice Cream Shop,Sandwich Place,Supplement Shop,Pharmacy,Bank,Coffee Shop,Cocktail Bar,Chinese Restaurant,Mobile Phone Shop,232.0
233,2020,Riverdale,Park,Pizza Place,Bar,Deli / Bodega,Diner,Bagel Shop,Plaza,Bank,Mexican Restaurant,Japanese Restaurant,Coffee Shop,Burger Joint,Sandwich Place,Bus Station,Tapas Restaurant,Café,Thai Restaurant,Baseball Field,Restaurant,River,233.0
234,2020,Rochdale,Deli / Bodega,Fast Food Restaurant,Southern / Soul Food Restaurant,Chinese Restaurant,Pharmacy,Sandwich Place,Bus Stop,Caribbean Restaurant,Laundromat,Candy Store,Pizza Place,Train Station,BBQ Joint,Bank,Market,Fried Chicken Joint,Bus Station,Discount Store,Japanese Restaurant,Breakfast Spot,234.0
235,2020,Rockaway Beach,Beach,Bar,Boat or Ferry,Bagel Shop,Food Truck,Pharmacy,Pizza Place,Eastern European Restaurant,Latin American Restaurant,Fast Food Restaurant,Metro Station,Arepa Restaurant,Supermarket,Board Shop,Seafood Restaurant,Beach Bar,BBQ Joint,Wine Bar,Ice Cream Shop,Bakery,235.0
236,2020,Rockaway Park,Beach,Pizza Place,Deli / Bodega,Donut Shop,Pharmacy,Bagel Shop,Pub,Spa,Bar,Bakery,Bank,Seafood Restaurant,Mediterranean Restaurant,Restaurant,Bed & Breakfast,Liquor Store,Event Space,Smoke Shop,Board Shop,Supermarket,236.0
237,2020,Roosevelt Island,Park,Coffee Shop,Sushi Restaurant,Greek Restaurant,Café,Pizza Place,Cocktail Bar,Deli / Bodega,Playground,Tennis Court,Salad Place,Hotel,Gym,Liquor Store,Seafood Restaurant,Ice Cream Shop,Roof Deck,History Museum,Japanese Restaurant,Scenic Lookout,237.0
238,2020,Rosebank,Italian Restaurant,Intersection,Bus Stop,Grocery Store,Mexican Restaurant,Deli / Bodega,Bar,Pizza Place,Gastropub,Nail Salon,Cajun / Creole Restaurant,Sandwich Place,Bagel Shop,Eastern European Restaurant,Art Museum,Pharmacy,Filipino Restaurant,Breakfast Spot,Dance Studio,Restaurant,238.0
239,2020,Rosedale,Caribbean Restaurant,Cosmetics Shop,Furniture / Home Store,Sandwich Place,Fried Chicken Joint,Fast Food Restaurant,Pharmacy,Grocery Store,Train Station,Bank,Hardware Store,Sculpture Garden,Gym / Fitness Center,Clothing Store,Restaurant,Park,Shopping Mall,Big Box Store,Smoke Shop,Supermarket,239.0
240,2020,Rossville,Bagel Shop,Pizza Place,Donut Shop,Golf Course,American Restaurant,Ice Cream Shop,Paintball Field,Event Space,Hardware Store,Bar,Grocery Store,Farm,Falafel Restaurant,Film Studio,Farmers Market,Fast Food Restaurant,Factory,Eye Doctor,Field,Filipino Restaurant,240.0
241,2020,Roxbury,Baseball Field,Theater,Art Gallery,Beach,Trail,Public Art,Scenic Lookout,Pier,Sports Club,Bus Stop,Fast Food Restaurant,National Park,Snack Place,Deli / Bodega,Food Truck,Irish Pub,Field,Factory,Falafel Restaurant,Farm,241.0
242,2020,Rugby,Caribbean Restaurant,Pizza Place,Grocery Store,Pharmacy,Mobile Phone Shop,Bank,Sandwich Place,Donut Shop,Chinese Restaurant,Fast Food Restaurant,Ice Cream Shop,Discount Store,Seafood Restaurant,Fried Chicken Joint,Burger Joint,Gym / Fitness Center,Diner,Moving Target,Gas Station,Business Service,242.0
243,2020,Sandy Ground,Bagel Shop,Donut Shop,Juice Bar,Bakery,Bank,Sushi Restaurant,Coffee Shop,Diner,Dog Run,Pizza Place,Pharmacy,Park,Grocery Store,Miscellaneous Shop,Mexican Restaurant,Hardware Store,Liquor Store,Laundry Service,Intersection,Trail,243.0
244,2020,Schuylerville,Pizza Place,Pharmacy,Diner,Italian Restaurant,American Restaurant,Mexican Restaurant,Supermarket,Bar,Donut Shop,Sandwich Place,Fast Food Restaurant,Martial Arts Dojo,Deli / Bodega,Ice Cream Shop,Volleyball Court,Chinese Restaurant,Sushi Restaurant,Music Store,Steakhouse,Nightlife Spot,244.0
245,2020,Sea Gate,Beach,Chinese Restaurant,Gastropub,Home Service,Donut Shop,Pizza Place,Spa,Park,Pharmacy,Fried Chicken Joint,Supermarket,Factory,Eye Doctor,Farm,Farmers Market,Fast Food Restaurant,Exhibit,Falafel Restaurant,Zoo Exhibit,Field,245.0
246,2020,Sheepshead Bay,Sushi Restaurant,Russian Restaurant,Italian Restaurant,Sandwich Place,Dessert Shop,Café,Turkish Restaurant,Pizza Place,Bank,Mobile Phone Shop,Grocery Store,Japanese Restaurant,Seafood Restaurant,Yoga Studio,Supermarket,Bagel Shop,Playground,Donut Shop,Pharmacy,Bar,246.0
247,2020,Shore Acres,Italian Restaurant,Bus Stop,Grocery Store,Deli / Bodega,Pizza Place,Bar,Mexican Restaurant,Gastropub,Toll Plaza,Breakfast Spot,Supermarket,Storage Facility,Intersection,Café,Cajun / Creole Restaurant,Chinese Restaurant,Scenic Lookout,Sandwich Place,Cosmetics Shop,Dance Studio,247.0
248,2020,Silver Lake,American Restaurant,Bagel Shop,Grocery Store,Convenience Store,Park,Spa,Pizza Place,Market,Donut Shop,Sandwich Place,Dog Run,Golf Course,Playground,Bus Stop,Burger Joint,Field,Fast Food Restaurant,Farmers Market,Filipino Restaurant,Farm,248.0
249,2020,Soho,Italian Restaurant,Café,Pizza Place,Bakery,French Restaurant,Sandwich Place,Clothing Store,Mediterranean Restaurant,Gym,Boutique,Sushi Restaurant,Cosmetics Shop,Men's Store,Cocktail Bar,Coffee Shop,Snack Place,Gourmet Shop,Salon / Barbershop,Pilates Studio,Wine Bar,249.0
250,2020,Somerville,Sandwich Place,Deli / Bodega,Harbor / Marina,Donut Shop,Playground,Grocery Store,Gym / Fitness Center,Bed & Breakfast,Bank,Thai Restaurant,Caribbean Restaurant,Coffee Shop,Farmers Market,Board Shop,Beach,Pizza Place,Brewery,Taco Place,Restaurant,Supermarket,250.0
251,2020,Soundview,Fried Chicken Joint,Fast Food Restaurant,Breakfast Spot,Grocery Store,Supermarket,Kids Store,Pizza Place,Clothing Store,Gas Station,Chinese Restaurant,Bus Station,Mobile Phone Shop,Department Store,Deli / Bodega,Park,Shopping Mall,Check Cashing Service,Mattress Store,Trail,Movie Theater,251.0
252,2020,South Beach,Beach,Pier,Skate Park,Baseball Field,Playground,Athletics & Sports,Food,American Restaurant,Soccer Field,Deli / Bodega,Park,Factory,Field,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Eye Doctor,Exhibit,Film Studio,252.0
253,2020,South Jamaica,Park,Pizza Place,Deli / Bodega,Discount Store,Shop & Service,Donut Shop,Gym,Mobile Phone Shop,Check Cashing Service,Bank,Hardware Store,Caribbean Restaurant,Coffee Shop,Grocery Store,Vegetarian / Vegan Restaurant,Sandwich Place,Bus Stop,Bus Station,Supermarket,Storage Facility,253.0
254,2020,South Ozone Park,Donut Shop,Caribbean Restaurant,Food,Deli / Bodega,Pizza Place,Indian Restaurant,Ice Cream Shop,Park,Hotel,Gym,Thai Restaurant,Mobile Phone Shop,Boat or Ferry,Moving Target,Supermarket,Rest Area,Spa,Fast Food Restaurant,Liquor Store,Seafood Restaurant,254.0
255,2020,South Side,Pizza Place,Bar,American Restaurant,Coffee Shop,Wine Bar,Bakery,Cocktail Bar,Jewelry Store,Breakfast Spot,Yoga Studio,Mexican Restaurant,Liquor Store,Vegetarian / Vegan Restaurant,Cycle Studio,Salon / Barbershop,Bookstore,Mediterranean Restaurant,Salad Place,Taco Place,Bike Shop,255.0
256,2020,Springfield Gardens,Deli / Bodega,Bus Station,Gym,Caribbean Restaurant,Park,Donut Shop,Chinese Restaurant,Train Station,Fast Food Restaurant,Liquor Store,Pizza Place,Sandwich Place,Shipping Store,Laundromat,Southern / Soul Food Restaurant,Shoe Store,Bakery,Grocery Store,Bus Stop,Clothing Store,256.0
257,2020,Spuyten Duyvil,Park,Pizza Place,Pharmacy,Sandwich Place,Bank,Mexican Restaurant,Diner,Thai Restaurant,Café,Japanese Restaurant,Chinese Restaurant,Tennis Court,Tennis Stadium,Food,Coffee Shop,Harbor / Marina,Baseball Field,Frozen Yogurt Shop,Bagel Shop,Bus Line,257.0
258,2020,St. Albans,Caribbean Restaurant,Pizza Place,Liquor Store,Deli / Bodega,Fried Chicken Joint,Dance Studio,Fish & Chips Shop,Café,Bakery,Discount Store,Chinese Restaurant,Convenience Store,Pharmacy,Train Station,Donut Shop,Video Store,Zoo Exhibit,Field,Farm,Fast Food Restaurant,258.0
259,2020,St. George,Bus Stop,Clothing Store,Pizza Place,Deli / Bodega,Café,Italian Restaurant,Bar,Brewery,Ice Cream Shop,Sporting Goods Shop,Train Station,Seafood Restaurant,Park,Sandwich Place,Burger Joint,Plaza,Steakhouse,Supermarket,Museum,Bowling Alley,259.0
260,2020,Stapleton,Deli / Bodega,Sandwich Place,Discount Store,Bank,Pharmacy,Fast Food Restaurant,Donut Shop,Cosmetics Shop,Harbor / Marina,Gym / Fitness Center,Gym,Mexican Restaurant,Beer Bar,Miscellaneous Shop,Breakfast Spot,Bus Stop,Sri Lankan Restaurant,Spanish Restaurant,Residential Building (Apartment / Condo),Park,260.0
261,2020,Starrett City,Pizza Place,Department Store,Mobile Phone Shop,Furniture / Home Store,Pharmacy,Deli / Bodega,Chinese Restaurant,Bus Stop,Breakfast Spot,Park,Donut Shop,Liquor Store,Cosmetics Shop,Shopping Mall,Arts & Crafts Store,Kids Store,Shoe Store,Bus Station,Clothing Store,American Restaurant,261.0
262,2020,Steinway,Greek Restaurant,Italian Restaurant,Pizza Place,Deli / Bodega,Sushi Restaurant,Bagel Shop,Donut Shop,Burger Joint,Grocery Store,Bar,Food Truck,Coffee Shop,Bakery,Gym,Dessert Shop,Café,Food & Drink Shop,Brewery,Brazilian Restaurant,Steakhouse,262.0
263,2020,Stuyvesant Town,Pizza Place,Cocktail Bar,Bar,Coffee Shop,Bagel Shop,Italian Restaurant,Park,Bakery,Juice Bar,Gym / Fitness Center,Gourmet Shop,Mexican Restaurant,Filipino Restaurant,Dog Run,Playground,Deli / Bodega,Ice Cream Shop,Wine Shop,American Restaurant,Wine Bar,263.0
264,2020,Sunnyside,Pizza Place,Donut Shop,Bar,Grocery Store,Bakery,Coffee Shop,Chinese Restaurant,Deli / Bodega,Pharmacy,Mexican Restaurant,Peruvian Restaurant,Sandwich Place,Skating Rink,Discount Store,Korean Restaurant,Sports Bar,Burger Joint,Diner,Italian Restaurant,Indian Restaurant,264.0
265,2020,Sunnyside Gardens,Bar,Pizza Place,Mexican Restaurant,Park,Grocery Store,Bakery,Italian Restaurant,Latin American Restaurant,Coffee Shop,Korean Restaurant,Sushi Restaurant,Thai Restaurant,Gym,Liquor Store,Supermarket,Peruvian Restaurant,Pharmacy,Turkish Restaurant,Café,American Restaurant,265.0
266,2020,Sunset Park,Bakery,Mexican Restaurant,Pizza Place,Bank,Latin American Restaurant,Chinese Restaurant,Sandwich Place,Asian Restaurant,Vietnamese Restaurant,Mobile Phone Shop,Hotpot Restaurant,Pharmacy,Fried Chicken Joint,Grocery Store,Spanish Restaurant,Café,Ice Cream Shop,Szechuan Restaurant,Tea Room,Dumpling Restaurant,266.0
267,2020,Sutton Place,Italian Restaurant,Bakery,Hotel,Park,Gym / Fitness Center,Gym,Coffee Shop,Salon / Barbershop,Spa,American Restaurant,Bagel Shop,Cycle Studio,French Restaurant,Furniture / Home Store,Mexican Restaurant,Vegetarian / Vegan Restaurant,Beer Garden,Grocery Store,Thai Restaurant,Yoga Studio,267.0
268,2020,Throgs Neck,Italian Restaurant,Deli / Bodega,Pizza Place,Donut Shop,Baseball Field,Harbor / Marina,Chinese Restaurant,Bar,Coffee Shop,Park,Fast Food Restaurant,Tennis Court,Liquor Store,Asian Restaurant,Beach,Bookstore,American Restaurant,Sports Bar,Pub,Restaurant,268.0
269,2020,Todt Hill,Campground,Donut Shop,Golf Course,Mountain,Dog Run,Park,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Zoo Exhibit,Flea Market,Exhibit,Flower Shop,269.0
270,2020,Tompkinsville,Bus Stop,Pizza Place,Park,Clothing Store,Deli / Bodega,Italian Restaurant,Mexican Restaurant,Fast Food Restaurant,Bar,Pharmacy,Gym / Fitness Center,Donut Shop,Sporting Goods Shop,Café,Brewery,Sri Lankan Restaurant,Museum,Burger Joint,Juice Bar,Steakhouse,270.0
